315,35,291,0.269581705,-0.933230162,-0.268207729,-0.408545136,-0.353568703,524,1610.877198,135286,19.18103385,0.773050511,240,1011.72287,52693.5,19.42522635,0.618951536,quasistable
318,38,294,0.311755717,-0.821697235,-0.063385405,-0.325286716,-0.373623252,500,1565.220343,128000,19.13995878,0.778849682,248,1029.622364,54138,19.58185033,0.599759637,quasistable
339,51,342,-0.269119382,-0.576426327,0.491398543,-0.634382904,0.33596617,520,1641.948265,142819.5,18.87693281,0.751080218,252,1123.078208,61439,20.52938136,0.703420195,quasistable
330,31,318,0.364565432,-0.79043591,-0.389982998,-0.218725473,-0.395930976,500,1591.119838,133976.5,18.89631644,0.723810239,252,1081.521859,58433.5,20.01744772,0.655312332,quasistable
336,49,333,-0.282842249,-0.688041925,0.291258037,-0.714497685,0.292644471,540,1676.534052,147626,19.03977908,0.758047659,236,1083.622364,59571,19.71156147,0.669357268,quasistable
318,43,318,-0.00035703,-0.708766699,0.133470103,-0.507693708,-0.022320053,496,1557.220343,126792,19.12530126,0.79837542,236,1056.551297,57711.5,19.34277644,0.658408186,quasistable
327,33,330,0.213341817,-0.720026433,-0.323223531,-0.300661534,-0.240967095,488,1556.877198,128329,18.88791004,0.748305449,240,1083.865005,60411.5,19.44602185,0.676928241,quasistable
333,37,330,0.039805774,-0.735667646,-0.198025033,-0.454039663,-0.071953587,512,1615.119838,137528.5,18.9677928,0.739753066,236,1078.208151,60953.5,19.07245386,0.684141746,quasistable
312,51,327,-0.289058149,-0.687944531,0.448566765,-0.744047821,0.32564348,520,1592.634557,131910.5,19.22883191,0.784643886,240,1081.96551,61611,19.00065516,0.658106122,quasistable
324,33,330,0.032574292,-0.809327364,-0.40495187,-0.501933336,-0.070827924,520,1614.877198,135740,19.21193726,0.774505845,240,1087.379724,62616.5,18.88311649,0.660165163,quasistable
327,53,339,-0.310557663,-0.574084222,0.569536924,-0.691735566,0.384880543,512,1613.220343,135524,19.20309227,0.755226636,244,1109.865005,63878.5,19.28348864,0.670038034,quasistable
312,51,330,-0.262379646,-0.633348525,0.503708243,-0.699486732,0.323934376,504,1560.634557,126826.5,19.20403244,0.787635535,248,1105.521859,62777.5,19.46841752,0.639546499,quasistable
318,53,342,-0.297298133,-0.530030131,0.636756539,-0.660873532,0.391946912,488,1544.291411,124543.5,19.14861845,0.761505488,240,1106.693432,62560.5,19.57737474,0.691541136,quasistable
327,51,303,-0.089871094,-0.726939797,0.418196321,-0.633289278,0.055342633,524,1625.948265,138267.5,19.12023983,0.770973957,248,1055.622364,59753,18.64908165,0.520696592,quasistable
318,54,279,0.045183588,-0.743672967,0.590586245,-0.572362483,-0.105741069,512,1581.605119,127238.5,19.65973156,0.795155277,244,993.3797237,52415.5,18.82655465,0.492426678,quasistable
321,39,315,0.10455732,-0.756678879,-0.052301671,-0.442872137,-0.140175417,508,1580.776692,129806.5,19.25061496,0.772241375,252,1076.693432,59311.5,19.54542958,0.626930021,quasistable
315,53,321,-0.122976176,-0.573842406,0.674127877,-0.567631066,0.171374649,488,1527.605119,120113.5,19.42810259,0.757352098,248,1082.450791,60424,19.39129676,0.645966482,quasistable
318,32,324,0.207662657,-0.761688292,-0.356166393,-0.350481749,-0.247527912,500,1556.433546,122571.5,19.76385526,0.785811034,256,1101.521859,61435.5,19.7499883,0.639495813,quasistable
318,53,330,-0.219534338,-0.590760112,0.654668391,-0.631998241,0.288042784,500,1560.534052,127896,19.04099054,0.767420316,248,1099.279218,61040,19.79709699,0.692854402,quasistable
318,27,339,0.239098772,-0.761781156,-0.6011765,-0.294746637,-0.270377338,492,1539.84776,120696,19.64548224,0.74766052,240,1101.865005,61386.5,19.77806992,0.708315051,quasistable
309,39,321,0.037094917,-0.75369215,-0.096462063,-0.49129048,-0.083873928,500,1541.362479,120214,19.76307494,0.780702649,224,1040.308656,55979,19.33300166,0.705793693,quasistable
315,33,339,0.044407237,-0.746926069,-0.372728139,-0.44622463,-0.06791462,492,1543.80613,123846.5,19.2442852,0.775141801,220,1072.793937,57896,19.87852065,0.746683713,quasistable
312,55,336,-0.250412732,-0.544508159,0.692774117,-0.637501895,0.302259982,488,1522.190906,117176,19.77422982,0.792576579,216,1067.96551,56998,20.01035704,0.761135515,quasistable
315,40,258,0.446411639,-0.960601985,-0.060259696,-0.325535059,-0.581580758,508,1575.220343,129447,19.16861055,0.776017196,220,905.1370831,43195,18.96685124,0.523160843,quasistable
321,51,258,0.271375149,-0.829859912,0.434473932,-0.429776877,-0.400569111,516,1623.948265,132304.5,19.93286674,0.755630911,220,903.9655101,42488,19.23257493,0.530927766,quasistable
303,49,306,0.039192978,-0.679665864,0.450880021,-0.478375554,-0.074027181,484,1507.462984,116461.5,19.51241095,0.777967435,216,993.7228695,49654.5,19.88712285,0.732792424,quasistable
315,25,297,0.57215476,-0.949534655,-0.660164297,-0.149373472,-0.62379837,500,1558.634557,125099.5,19.41927571,0.766403675,240,1017.279218,50977,20.300469,0.651145255,quasistable
309,47,297,0.101172745,-0.734615207,0.35936749,-0.464387059,-0.138644725,496,1541.705625,122721,19.36796663,0.772608433,236,1008.693432,49649.5,20.49290405,0.651345416,quasistable
303,29,300,0.434120595,-0.917616427,-0.470884651,-0.249125972,-0.491052449,496,1524.877198,118349,19.64740274,0.785312233,232,1008.450791,49013,20.74904614,0.713743833,quasistable
312,43,300,0.137815803,-0.786563456,0.143551156,-0.435810596,-0.188878611,500,1554.977703,126384.5,19.13174207,0.76886685,224,1003.379724,48726.5,20.66167014,0.707781647,quasistable
309,46,312,0.066225089,-0.66226697,0.285283983,-0.452312797,-0.112551801,488,1528.291411,115431.5,20.23429165,0.793398842,224,1023.480229,52999,19.76474611,0.693551966,quasistable
303,26,315,0.466309339,-0.821581364,-0.62424916,-0.163876638,-0.528717458,472,1480.534052,110752,19.79179679,0.759592839,224,1028.894442,54088.5,19.57206751,0.672056955,quasistable
306,47,336,-0.204670906,-0.62398088,0.322507799,-0.625814497,0.241349518,488,1522.634557,119669.5,19.37349111,0.779049754,228,1081.622364,58444,20.01757133,0.713962377,quasistable
300,50,315,-0.064938225,-0.627093017,0.550889552,-0.543756068,0.085276142,472,1473.80613,114341.5,18.99664171,0.782088591,232,1065.96551,57995,19.59276608,0.680810382,quasistable
309,46,318,0.011444054,-0.660978675,0.336822629,-0.475717485,-0.013451312,484,1511.119838,119076.5,19.17660634,0.760186492,232,1080.551297,58899.5,19.8234468,0.710686208,quasistable
309,47,321,-0.136187166,-0.701966882,0.304042101,-0.621870339,0.138319552,504,1554.04877,124526,19.39408301,0.794265571,232,1071.137083,58700,19.54573511,0.690167868,quasistable
297,37,330,0.117604248,-0.689894736,-0.084942907,-0.38990739,-0.141525552,476,1471.705625,108896,19.88977966,0.757746411,232,1083.279218,57472,20.4185319,0.726887461,quasistable
306,51,330,-0.209522218,-0.617816687,0.519208014,-0.641094327,0.250361264,496,1526.776692,118601.5,19.65444845,0.787280627,232,1076.450791,58015,19.9732191,0.721720319,quasistable
294,48,342,-0.266532958,-0.62415868,0.438194573,-0.677105725,0.342328995,484,1488.149276,115161.5,19.23028327,0.809268392,236,1117.036578,61462.5,20.3013336,0.75926108,quasistable
297,47,339,-0.057756603,-0.530262887,0.485752106,-0.473693162,0.102368295,456,1436.391916,106248,19.41892306,0.763869691,244,1111.036578,63889.5,19.32089431,0.718237385,quasistable
300,46,345,-0.300719529,-0.653069794,0.272280335,-0.718403816,0.371241927,504,1531.948265,119846.5,19.58226137,0.80642955,248,1135.521859,65066.5,19.81680116,0.709128436,quasistable
285,35,324,0.020624643,-0.804576576,-0.217286378,-0.5355528,-0.044391245,496,1488.877198,111035,19.96447345,0.821961485,240,1068.936073,55704,20.51242868,0.695762995,quasistable
291,46,336,-0.09390793,-0.603939712,0.366300911,-0.536198616,0.116988815,472,1453.462984,106372.5,19.85996988,0.798336883,232,1079.865005,56609.5,20.59916496,0.755225435,quasistable
300,41,342,-0.206056356,-0.71469295,0.024299759,-0.655196726,0.236577854,504,1534.877198,120132,19.61049522,0.808894588,236,1098.693432,58628.5,20.58942762,0.754370684,quasistable
291,52,303,0.004836332,-0.643114209,0.659148514,-0.534059644,-0.006091943,480,1467.119838,106642.5,20.18370368,0.816884681,240,1030.450791,52926,20.06251811,0.653912093,quasistable
291,52,318,-0.129830629,-0.62321192,0.631066442,-0.612975299,0.164340913,484,1473.362479,108716,19.96759441,0.804471134,240,1058.107646,55781,20.07120327,0.679458856,quasistable
303,55,309,-0.189855561,-0.687411964,0.647396863,-0.696276605,0.198657215,516,1558.433546,121934.5,19.91819476,0.802448017,236,1037.379724,55417.5,19.41907685,0.657187724,quasistable
300,36,327,0.064319335,-0.742300272,-0.211775377,-0.46356073,-0.110016853,488,1497.019333,111885,20.03009235,0.803986946,224,1059.137083,57170,19.62167851,0.707679809,quasistable
294,53,321,-0.148132816,-0.579523444,0.67694658,-0.593775213,0.18598561,468,1450.877198,108738,19.35886849,0.770010938,224,1050.651802,57161,19.31157973,0.70387365,quasistable
306,28,330,0.105376296,-0.873026192,-0.625895023,-0.468996108,-0.14989914,508,1555.605119,122619.5,19.73509342,0.788293913,220,1058.894442,56905.5,19.70385007,0.725974974,quasistable
294,54,351,-0.454872161,-0.600731134,0.577428341,-0.825682342,0.555704296,504,1531.948265,117470.5,19.97833913,0.811623871,216,1081.96551,59283,19.74679698,0.779037503,quasistable
309,41,348,-0.195232689,-0.677413523,-0.025076907,-0.617785037,0.203895405,500,1541.362479,120454,19.72369777,0.787888194,216,1087.480229,59819,19.76985988,0.786814967,quasistable
303,36,342,-0.063540429,-0.731536508,-0.222941697,-0.534455657,0.054299515,492,1513.362479,117216,19.53885128,0.789966713,220,1070.793937,56973,20.12531648,0.772475742,quasistable
312,45,345,-0.232427865,-0.643741369,0.155389354,-0.643488348,0.247744188,504,1550.090401,121039.5,19.85120766,0.786149585,220,1081.480229,60422,19.35717926,0.760354038,quasistable
309,30,297,0.38557148,-0.919589579,-0.516311049,-0.296838552,-0.475839645,500,1543.705625,120728,19.73881001,0.776718832,216,987.2375883,51276.5,19.00749965,0.66846253,quasistable
312,37,336,-0.062845841,-0.741452515,-0.251257896,-0.556577444,0.018651687,516,1588.575682,123145.5,20.49260994,0.808843139,224,1066.208151,57047.5,19.92725046,0.736905658,quasistable
306,44,330,-0.049455129,-0.621335626,0.179398566,-0.497763723,0.037388921,476,1497.705625,114823,19.53547754,0.743261758,220,1050.308656,57702,19.1180249,0.703643027,quasistable
327,26,321,0.238415763,-0.910818934,-0.739100754,-0.381230801,-0.306360573,520,1612.676187,133224,19.52144121,0.776089583,224,1042.066015,57345.5,18.93612542,0.680890432,quasistable
324,53,315,-0.0132471,-0.553602755,0.672779024,-0.46481514,0.034217644,492,1574.433546,124614.5,19.8920751,0.715885539,244,1061.865005,57542.5,19.59520856,0.657201457,quasistable
324,43,318,0.008956078,-0.721143126,0.10068775,-0.501008272,-0.04676212,508,1582.676187,128535,19.48779642,0.789489155,232,1053.622364,56922,19.50247859,0.695021677,quasistable
327,39,336,0.009357002,-0.685231984,-0.068638057,-0.443361431,-0.019563256,500,1582.190906,129986,19.2584437,0.751184966,228,1069.521859,54395.5,21.02889039,0.767704889,quasistable
333,39,333,0.000692226,-0.699435413,-0.086600907,-0.467889071,-0.015679238,512,1608.676187,132446,19.53882393,0.779234878,240,1085.178713,55096.5,21.37364151,0.732212784,quasistable
333,48,357,-0.329222322,-0.557927608,0.322250873,-0.639476597,0.399853438,504,1600.291411,134967.5,18.97443903,0.742484311,216,1092.793937,55642,21.46217945,0.82729527,quasistable
327,39,312,0.068285272,-0.825683475,-0.132736534,-0.490774572,-0.136455938,524,1629.84776,135879,19.54977385,0.788127885,216,1003.379724,48978.5,20.55536347,0.76150672,quasistable
333,27,342,0.111926198,-0.839318454,-0.687745571,-0.412283272,-0.13640964,512,1610.433546,135264.5,19.17351713,0.753118017,208,1054.793937,52625,21.14185748,0.813868946,quasistable
333,31,318,0.247781336,-0.842809856,-0.513662338,-0.341908872,-0.320445538,516,1614.918828,132947.5,19.61648636,0.727696743,220,1023.379724,53408.5,19.60935167,0.71036152,quasistable
342,38,342,-0.027281767,-0.678322673,-0.155058742,-0.455879211,0.019975707,508,1619.84776,138272,18.97641435,0.742163655,224,1084.450791,56067,20.97550286,0.766927247,quasistable
342,51,330,-0.126698181,-0.555841744,0.485934228,-0.517938256,0.145246387,504,1619.605119,136915.5,19.15868359,0.70446783,232,1069.622364,58582,19.5297532,0.686773519,quasistable
345,49,324,-0.116830721,-0.659449995,0.324900866,-0.55979079,0.083219513,528,1669.504614,143780,19.38548933,0.760175995,220,1037.137083,54613,19.69592092,0.738801481,quasistable
339,44,297,0.25307861,-0.7332744,0.178472921,-0.310715586,-0.321487695,504,1611.705625,137590,18.87924283,0.704800752,228,997.9655101,51585,19.30668139,0.664698115,quasistable
351,31,291,0.514690697,-0.931510389,-0.47468695,-0.187964454,-0.606581867,524,1675.261974,147352.5,19.046183,0.740983902,224,980.8944424,50680.5,18.98469643,0.683448158,quasistable
348,38,300,0.375865608,-0.787627816,-0.111609347,-0.219897151,-0.447015643,508,1640.634557,143538.5,18.75233299,0.716895343,228,1003.379724,51318.5,19.61808841,0.689840195,quasistable
345,49,291,0.132579759,-0.754943848,0.380612403,-0.443086982,-0.219120055,528,1669.362479,145626,19.13649407,0.769544133,232,995.1370831,51886,19.08603119,0.660500811,quasistable
354,32,327,0.50150609,-0.677723706,-0.328404784,-0.024049481,-0.515328884,484,1614.877198,140828,18.51782574,0.666844634,248,1088.592927,58731,20.17732646,0.695301681,quasistable
354,34,282,0.528900743,-0.913141012,-0.309364766,-0.187716678,-0.631042063,532,1696.090401,149718.5,19.21420965,0.748023843,244,1003.480229,54617,18.43698061,0.639121967,quasistable
363,36,345,0.197461963,-0.60015738,-0.218066975,-0.209636569,-0.205396026,492,1639.948265,144044.5,18.67082959,0.682249706,224,1113.865005,56376.5,22.00731243,0.787453787,quasistable
369,40,285,0.591336489,-0.742133915,0.022933796,-0.046852417,-0.662070334,512,1688.575682,146315.5,19.48725756,0.648482255,248,1015.72287,53987.5,19.10984853,0.629698943,quasistable
366,51,282,0.383418739,-0.676294029,0.59796828,-0.189486057,-0.440527886,516,1683.261974,151944.5,18.6474066,0.693966316,248,1010.894442,52069.5,19.62583804,0.672025331,quasistable
372,30,285,0.909358859,-0.847270966,-0.45610705,0.175675109,-0.939547598,500,1669.84776,147283,18.93220223,0.612891131,244,1000.107646,49198,20.33040576,0.597032948,quasistable
375,32,276,0.861771882,-0.899707615,-0.381352842,0.100058913,-0.914516985,512,1697.362479,156544,18.40402305,0.668242508,240,977.0365778,46988.5,20.31561923,0.57945261,quasistable
381,31,348,0.336580694,-0.636125088,-0.462700903,-0.098463789,-0.34612304,516,1725.362479,159878,18.61967052,0.604344197,240,1140.551297,61665.5,21.0953817,0.793951048,quasistable
384,52,351,-0.058076236,-0.394498676,0.614792824,-0.314032912,0.108145148,512,1723.362479,159231,18.65201018,0.656675131,248,1141.865005,63370.5,20.57512075,0.805269903,quasistable
387,36,351,0.154959351,-0.587772369,-0.30318284,-0.227073133,-0.192149326,516,1735.948265,161756.5,18.62995539,0.607319342,212,1092.894442,59756.5,19.98808937,0.79868408,quasistable
396,51,354,-0.112752438,-0.376829416,0.489776134,-0.35301882,0.141899377,508,1733.705625,165525,18.15879893,0.611990426,232,1118.793937,65109,19.22468282,0.734918623,quasistable
399,30,369,0.329742908,-0.510317087,-0.561354637,-0.020890154,-0.343736917,496,1715.119838,157878.5,18.63227773,0.565644693,228,1149.379724,65105.5,20.29127722,0.790228882,quasistable
408,40,369,-0.073378935,-0.475963414,-0.112146229,-0.354511082,0.069755554,540,1816.433546,178925.5,18.44024931,0.646804874,244,1168.107646,69250,19.70361692,0.742894315,quasistable
405,27,354,0.537786484,-0.585875034,-0.686137974,0.097433165,-0.556218922,500,1731.605119,163775.5,18.30833238,0.577199226,240,1134.208151,66085.5,19.46611782,0.725086429,quasistable
414,42,360,0.102670029,-0.410314023,0.047619652,-0.170978412,-0.105436333,512,1777.119838,173963.5,18.15412382,0.609439907,244,1151.865005,67169.5,19.75290853,0.731723431,quasistable
411,43,369,-0.001978527,-0.386889756,0.091758303,-0.237097055,0.023557495,520,1782.433546,171694.5,18.50419989,0.619430388,248,1177.279218,67853,20.4263092,0.769355831,quasistable
414,55,396,-0.425199002,-0.21080859,0.647794127,-0.4852826,0.578277647,528,1807.948265,178196.5,18.34310399,0.600101455,240,1215.279218,71554,20.64040555,0.816040996,quasistable
417,38,417,-0.273250908,-0.280025363,-0.213674858,-0.362004846,0.387555331,524,1803.019333,174480,18.6318129,0.579076639,244,1281.279218,71533,22.94991732,0.852069515,nonstationary
417,47,438,-0.550937235,-0.115693063,0.218010768,-0.506715238,0.781262398,516,1799.019333,173930,18.60789145,0.528279097,244,1305.521859,77149.5,22.09200739,0.836900584,nonstationary
420,29,441,-0.15578258,-0.238879681,-0.618609667,-0.227135316,0.262299895,512,1787.948265,174546.5,18.3146554,0.515909111,264,1351.906635,82685,22.10378605,0.817774593,nonstationary
417,33,450,-0.400561839,-0.199624926,-0.485952049,-0.410957247,0.572996318,508,1779.948265,173194.5,18.29282008,0.484356589,232,1339.865005,75331.5,23.83117595,0.861231154,nonstationary
432,30,447,-0.217103094,-0.197087005,-0.62719214,-0.257160515,0.331618011,508,1811.261974,176408.5,18.59700602,0.475042629,240,1337.178713,77398.5,23.10182899,0.832834671,nonstationary
426,42,456,-0.578949988,-0.06392245,-0.030631894,-0.491523534,0.822165012,504,1792.291411,179031.5,17.94270004,0.487961609,244,1353.421354,81495,22.47683123,0.827782105,nonstationary
441,39,483,-0.632186711,0.031777967,-0.219073176,-0.472147405,0.905197799,500,1803.605119,180395.5,18.03255307,0.402623028,240,1400.00714,85287.5,22.98132778,0.857485024,nonstationary
426,47,450,-0.698294103,-0.103536807,0.158122391,-0.620587528,0.967916429,528,1830.190906,183034,18.30041824,0.495839437,224,1311.96551,78644,21.88664742,0.857500769,nonstationary
435,42,459,-0.369306028,0.026695056,0.004760177,-0.253804743,0.555294752,492,1795.119838,178994.5,18.00309637,0.355168458,268,1408.00714,92411.5,21.45278571,0.84750394,nonstationary
438,53,549,-1.289840221,0.214913979,0.42851615,-0.952910244,2.089677334,520,1870.433546,191402.5,18.27834878,0.472521401,272,1601.462984,93530.5,27.42082731,0.882557611,nonstationary
438,52,420,-0.308534354,-0.024748584,0.513738394,-0.240166947,0.488648444,520,1842.291411,189350.5,17.92462995,0.365753995,264,1316.936073,77936,22.25313872,0.838108338,nonstationary
453,41,429,-0.130447313,-0.058953095,-0.061099108,-0.113900676,0.229951367,508,1843.605119,186147.5,18.25906787,0.351131339,264,1330.835567,85922.5,20.61303276,0.775973215,nonstationary
450,36,414,0.038673632,-0.18184644,-0.306482941,-0.055095982,0.013442909,520,1877.261974,192923.5,18.26689085,0.413709275,272,1326.592927,85312,20.62838514,0.727684317,nonstationary
450,46,441,-0.258663476,0.040529072,0.220654503,-0.158392176,0.437241316,496,1823.362479,183337,18.13409584,0.313905479,272,1380.391916,85096,22.39214349,0.801526849,nonstationary
456,42,429,-0.165196821,-0.072233804,-0.019286802,-0.144424215,0.295908421,528,1887.261974,197082.5,18.07242021,0.411829406,276,1392.877198,83171,23.3267231,0.784918151,nonstationary
465,31,423,0.219725266,-0.166000739,-0.53091538,0.123901099,-0.168245271,520,1909.404109,198405.5,18.37561988,0.382853192,284,1375.220343,88099,21.46711078,0.770633775,nonstationary
471,36,420,0.168882549,-0.113131091,-0.281677157,0.11153812,-0.105853952,524,1917.261974,202611.5,18.14257076,0.371775832,292,1375.462984,87439.5,21.63665643,0.756520204,nonstationary
483,45,429,-0.060181603,0.033455487,0.13974902,0.013931735,0.180497572,516,1929.161468,203219,18.31356306,0.322481618,268,1365.563489,83615,22.30178369,0.818571399,nonstationary
483,43,432,-0.126187682,-0.002308432,-0.013571733,-0.063038141,0.235455543,544,1966.232536,210773.5,18.34229818,0.362498597,272,1377.220343,84138,22.5431538,0.816514783,nonstationary
483,42,423,0.098111272,-0.015643766,0.0144132,0.118235432,-0.002028055,504,1899.504614,198361,18.1896531,0.345821679,272,1374.634557,82867.5,22.80291025,0.809420748,nonstationary
501,30,426,0.304687709,-0.103848942,-0.648351967,0.223957375,-0.278923243,548,2023.88939,221449.5,18.49689552,0.26298879,296,1375.563489,91290,20.72707759,0.727007524,nonstationary
501,34,453,0.082004793,0.036522411,-0.410817116,0.136105329,-0.003464532,512,1947.404109,207122.5,18.30985414,0.348100363,296,1424.291411,96259.5,21.07434615,0.759530375,nonstationary
507,51,441,-0.154705241,0.161980644,0.47716251,0.011441332,0.334562808,512,1949.060963,206966.5,18.35484795,0.375093265,288,1387.220343,87361,22.02791041,0.802008741,nonstationary
519,35,441,0.127183452,0.015336196,-0.402467579,0.159954935,-0.067779988,532,2014.617312,217328,18.67537967,0.36214516,284,1386.634557,90853.5,21.16325067,0.771955328,instability
513,34,435,0.216906175,-0.029305367,-0.424084693,0.212865859,-0.168450743,512,1968.232536,209704.5,18.47332468,0.39924427,272,1364.492422,88402.5,21.06093796,0.796384851,instability
522,33,411,0.514504433,-0.102123745,-0.4336133,0.398858428,-0.471544176,520,2020.232536,220574.5,18.50322453,0.308576368,296,1351.80613,88206.5,20.71706521,0.719709848,instability
525,52,417,-0.06227266,0.095596887,0.483521402,0.042180832,0.161566064,512,1987.989895,215814,18.3125461,0.443827217,240,1263.521859,77026.5,20.72647061,0.818640527,instability
537,34,417,0.407809764,-0.0655111,-0.430964917,0.342788965,-0.37612313,528,2045.546244,221799.5,18.86505352,0.338930172,268,1305.078208,81148,20.98916953,0.78269808,instability
